Name,Professor_ID,Difficulty,Clarity,Grade
Mrs. Victoria Wells, 13, 5, 1, 1
Eric Johnson, 7, 3, 1, 5
Caroline Hart, 6, 3, 5, 4
Jacob Phillips, 20, 5, 2, 1
Vanessa Thomas, 39, 2, 4, 4
Bradley Smith, 3, 5, 3, 3
Jasmine Perez, 3, 2, 4, 3
Christopher Kelly, 25, 1, 5, 5
Jared Williams, 16, 3, 5, 3
Matthew Page, 20, 4, 3, 3
Jill Lawrence, 11, 3, 1, 4
Maria Smith, 41, 5, 2, 3
Bruce Morris, 20, 5, 2, 4
Nicole Jones, 8, 3, 1, 5
Troy Ellis, 5, 3, 4, 4
Kevin Lopez, 33, 2, 4, 1
Walter Craig, 4, 2, 1, 2
Kyle Cervantes, 39, 3, 2, 1
Brian Holt, 33, 1, 1, 4
Barry White, 11, 1, 1, 4
Randall Whitaker, 4, 1, 5, 3
Craig Joseph, 15, 2, 5, 1
Richard Bush, 43, 1, 1, 5
Melanie Pratt, 30, 2, 2, 2
James Cross, 25, 2, 5, 4
Ann Smith, 26, 1, 3, 2
Ricky Miller, 14, 2, 5, 2
Brianna Clark, 8, 2, 1, 1
Sara Taylor, 2, 5, 4, 1
Kimberly Branch, 41, 1, 1, 1
Pedro Cruz, 26, 5, 4, 3
Christopher Hernandez, 17, 2, 3, 1
Robert Adams, 40, 4, 1, 4
Christopher Jones, 50, 1, 3, 1
Jacob Williams, 13, 4, 5, 3
Angela Brown, 39, 1, 3, 4
Linda Richard, 6, 4, 5, 1
Joshua Hernandez, 29, 1, 2, 3
Amanda Lucas, 23, 4, 3, 4
Wesley Ross, 49, 5, 5, 5
Zachary Kim, 33, 3, 1, 4
Valerie Underwood MD, 5, 4, 2, 4
Sarah Clay, 35, 3, 3, 1
Mr. Billy Berry, 2, 1, 2, 1
Brent Wilson, 1, 2, 1, 4
Chad Allen, 8, 1, 2, 1
Rickey Oneal, 41, 2, 5, 2
Amy Carroll, 14, 3, 2, 3
John Thompson, 16, 2, 5, 5
Dana Hoffman, 40, 3, 5, 3
Michael Adams, 13, 4, 5, 3
Dawn Thomas, 34, 2, 3, 5
Rhonda Short, 9, 5, 4, 4
Christopher Brown, 37, 2, 1, 3
Kevin Garza, 18, 2, 1, 2
Peter Mills, 25, 3, 4, 5
Elizabeth Brooks, 20, 5, 1, 4
Steven Butler, 25, 3, 2, 1
Alec Crawford, 39, 3, 1, 4
Carolyn Snow, 25, 3, 5, 4
John Hodge, 17, 1, 2, 1
Kevin Morrison, 2, 2, 2, 4
Brian Cohen, 44, 5, 1, 3
Jared Williams, 44, 3, 5, 5
Christy Porter, 32, 5, 4, 5
Renee Booth, 37, 3, 3, 1
Kenneth Larsen, 40, 1, 2, 1
Caleb Hernandez, 22, 4, 5, 1
Sharon Jackson, 29, 4, 3, 5
Rachel Whitehead, 41, 5, 4, 4
Michael Smith, 10, 1, 1, 4
Robert Brown, 12, 3, 1, 1
Jonathan Stevens, 2, 4, 3, 4
Dr. Karla Cohen, 34, 2, 4, 1
Joseph Smith, 31, 3, 4, 5
Kelly Anderson, 43, 2, 1, 2
Brandy Scott, 22, 2, 3, 2
Amanda Peters, 17, 3, 2, 3
Raymond Schwartz, 29, 2, 3, 5
Martin Dodson, 44, 5, 2, 3
Katie Pratt, 40, 4, 4, 5
Amanda Alexander, 9, 4, 1, 4
David Brown, 8, 1, 1, 4
Jared King, 21, 3, 5, 4
William Smith, 45, 5, 3, 1
Christine Gonzalez, 34, 3, 5, 3
Danny Short, 19, 2, 4, 1
Cynthia Jefferson, 7, 3, 5, 4
Jeff Black, 4, 3, 4, 1
Tina Browning, 27, 4, 3, 4
Diana Jones, 29, 5, 5, 4
Susan Black, 8, 3, 3, 3
Desiree Shepard, 31, 3, 3, 5
Michael White, 33, 3, 2, 5
Margaret Kirby, 37, 1, 2, 2
Nina Cummings, 23, 5, 3, 1
Bridget Rogers, 40, 5, 2, 3
Jeffery Nash, 24, 3, 2, 5
Michael Larson, 30, 3, 2, 5
Kathleen Jordan, 19, 5, 5, 4
Cathy Vargas, 10, 4, 5, 1
Kenneth Hendrix, 45, 1, 3, 1
Yvette Perez, 6, 5, 2, 5
Dr. Dillon Williams, 20, 1, 5, 1
Rodney Kramer, 18, 4, 5, 1
Kayla Reyes, 37, 4, 5, 3
David Scott, 3, 2, 4, 1
Linda Fuller, 28, 5, 2, 3
Ian Morgan Jr., 35, 5, 2, 4
Michelle Tate, 21, 1, 3, 5
David Steele, 39, 4, 4, 3
Kimberly Roberts, 44, 4, 5, 4
Darrell Anderson, 31, 5, 3, 2
Kyle Arnold, 17, 5, 2, 4
Jose Webb, 44, 2, 5, 4
Brenda Riley, 35, 5, 1, 5
Miguel Miller, 27, 2, 1, 1
Christopher Warner, 23, 5, 2, 3
Kenneth Hughes, 38, 5, 5, 4
Barbara Campbell, 6, 2, 5, 1
Michael Allen, 49, 5, 3, 4
Yolanda Jordan, 21, 4, 4, 4
Anthony Hart, 49, 5, 5, 1
Steven Weber, 21, 3, 1, 5
Michael Santiago, 22, 4, 1, 3
Nathaniel Farley, 3, 4, 3, 3
Cynthia Austin, 37, 3, 2, 2
Wanda Vazquez, 18, 5, 2, 3
Rachel Nichols, 1, 4, 1, 4
Jessica Carlson, 28, 1, 2, 3
Hannah Gray, 24, 2, 4, 1
Jennifer Martin, 25, 4, 4, 3
Christopher Todd, 10, 3, 3, 1
Donald White, 17, 5, 4, 5
Keith Romero, 43, 1, 4, 3
Chelsea Atkins, 47, 3, 2, 1
Julie Mccoy, 43, 2, 1, 5
Roy Graves, 15, 4, 3, 2
Elizabeth Miller, 12, 3, 1, 5
Tyler Myers, 10, 2, 2, 4
Mary Arnold, 12, 1, 4, 4
Jamie Hudson, 45, 3, 3, 1
Beverly Lin, 5, 1, 1, 5
Stacey Lowe, 11, 2, 5, 5
Michael Jones, 4, 2, 5, 1
Melanie Walton, 48, 3, 1, 5
Jack Liu, 11, 1, 5, 3
Kimberly Stephens, 16, 2, 4, 4
Krista Baker, 29, 5, 3, 4
Michael Reynolds, 15, 1, 1, 3
Douglas Franklin, 26, 4, 3, 3
Danny Alvarez, 31, 5, 5, 3
Melanie Tran, 13, 3, 3, 3
George Rodriguez, 41, 4, 2, 4
Bryan Hayes, 29, 3, 4, 1
Nicole Sanchez, 26, 5, 5, 3
Richard Mendez, 39, 5, 2, 3
Bailey Gomez, 42, 5, 2, 4
Steven Stewart, 23, 1, 5, 4
Drew Brown, 43, 5, 1, 3
Deborah Ortiz, 32, 2, 1, 5
Jennifer Hart, 19, 4, 1, 2
Daniel West, 19, 4, 5, 2
Thomas Watts, 13, 1, 2, 3
Joshua Lopez, 41, 4, 4, 2
Natasha Romero, 2, 5, 2, 3
Jasmine Irwin, 12, 3, 2, 3
Lauren Chaney, 5, 1, 4, 4
Eric Mccarthy, 50, 2, 2, 4
Robert Smith, 23, 4, 4, 3
Veronica Simmons, 18, 4, 1, 3
Nathaniel Moore, 12, 5, 2, 3
David Watson, 6, 3, 1, 2
Larry Davis, 12, 4, 1, 3
Lisa Sanchez, 40, 5, 1, 5
Michael Johnson, 25, 4, 5, 2
Brian Reese, 32, 5, 5, 1
Kylie Sanchez, 8, 3, 5, 5
Sherry Ponce, 38, 3, 4, 1
Jennifer Mosley, 49, 2, 1, 2
Kendra Hernandez, 21, 1, 5, 1
Jose Ryan, 27, 5, 5, 2
Dorothy Potter, 41, 3, 5, 3
Gabriella Saunders, 33, 1, 5, 3
Tiffany Ellis, 12, 1, 5, 1
Andrew English, 38, 3, 5, 2
Brandon Logan, 26, 4, 5, 1
Andrew Sullivan, 20, 5, 1, 3
Kenneth Evans, 34, 5, 2, 1
Rita Harris, 18, 1, 2, 3
Gregory Conway, 22, 5, 2, 1
Stephanie Bryant, 10, 5, 2, 1
Amanda Anthony, 13, 1, 4, 2
Andre Villanueva, 26, 1, 2, 1
Jennifer Nunez, 21, 2, 3, 5
Joshua Cunningham, 21, 3, 3, 4
Victor Melendez, 14, 1, 4, 3
Kenneth Miller, 47, 3, 2, 1
Amber Wright, 43, 1, 3, 2
Natalie Duncan, 1, 3, 2, 2
Mary Mejia, 19, 4, 5, 3
Kenneth Morris, 40, 2, 3, 2
Emily Richardson, 44, 2, 1, 3
Lauren Diaz, 33, 4, 1, 2
Michelle Smith, 43, 2, 1, 4
Stephanie Reed, 12, 2, 3, 4
Amanda Craig, 8, 2, 1, 3
Jorge Clarke, 19, 4, 1, 5
Joseph Gonzalez, 22, 5, 1, 4
Matthew Khan, 38, 2, 5, 1
Timothy Rogers, 26, 5, 4, 3
Adam Gonzalez, 27, 5, 5, 3
Angela Gill, 33, 3, 1, 4
Derrick Allison, 3, 5, 2, 4
Jasmin Logan, 33, 2, 5, 3
John Williams, 50, 3, 2, 3
Alyssa Becker, 2, 1, 1, 3
Arthur Thompson, 26, 1, 1, 5
Brian Lucas, 46, 3, 1, 1
Jessica Wheeler, 6, 1, 3, 4
Andrew Finley, 14, 4, 4, 3
Glenn Miller, 50, 3, 4, 2
Raymond Wilson, 7, 1, 2, 1
Dennis Holmes, 38, 4, 3, 3
Jesse Collins, 22, 2, 2, 2
Lauren Parks, 23, 4, 5, 4
Gary Lucero, 17, 5, 5, 3
Laura Duffy, 35, 4, 5, 4
Krystal Whitaker, 14, 2, 1, 3
Elizabeth Smith, 41, 5, 4, 1
Dwayne Mendoza, 17, 4, 3, 3
Jessica Esparza, 48, 4, 1, 5
William Parker, 1, 3, 3, 2
Stephanie Snyder, 12, 1, 2, 1
Kimberly Herrera, 29, 5, 5, 1
Patrick Maldonado, 45, 1, 1, 3
Steven Smith, 18, 5, 3, 4
Amber Clark, 20, 2, 2, 4
Heather Weber, 9, 5, 2, 3
Jennifer Price, 39, 5, 2, 3
Stephanie Cardenas, 34, 1, 2, 5
Nichole Gibson, 50, 2, 3, 3
Eric Church, 10, 2, 4, 5
Tammy Castro, 20, 3, 3, 1
Justin Johnson, 17, 1, 5, 3
Tiffany Cooley, 8, 4, 2, 5
Alicia Carter, 6, 4, 3, 2
Diane Johnson, 25, 2, 4, 1
Lisa Smith, 43, 3, 4, 3
Kristin Ortega, 17, 5, 2, 3
Jordan Serrano, 11, 1, 3, 1
Barbara Lee, 28, 5, 5, 3
Tamara Parsons, 20, 3, 2, 4
Dana Pearson, 14, 2, 4, 3
Anthony Black, 17, 3, 5, 2
Caitlin Chang, 16, 5, 1, 5
Dana Williams, 5, 5, 2, 3
Kelly Smith, 7, 3, 3, 5
Carlos Diaz, 28, 5, 1, 4
Robert Juarez, 29, 5, 2, 3
Sean Thompson, 11, 5, 4, 5
Melinda Johnson, 23, 4, 5, 5
Erik Snyder, 36, 2, 1, 4
Kevin Austin, 25, 1, 5, 1
Courtney Davis, 5, 2, 5, 3
Stacy Graham, 2, 4, 1, 2
Kristen Wolf, 5, 1, 5, 4
Melissa Kelly, 6, 2, 1, 4
Robert Jones, 13, 1, 3, 5
April Morrison, 50, 1, 1, 4
Craig Thompson, 20, 5, 1, 2
Michele Johnson, 50, 4, 5, 5
Shawn Shaffer, 39, 4, 2, 2
Maria Delgado, 29, 1, 3, 4
Greg Santos, 7, 2, 3, 3
Alan Olson, 47, 4, 5, 5
Daniel Collins, 30, 2, 1, 5
Michelle Jackson, 39, 2, 1, 5
Patricia Bates, 1, 4, 5, 3
Robert Colon, 33, 5, 3, 2
Stephen Coleman, 44, 1, 3, 5
Robert Ortiz, 6, 2, 2, 5
Nicholas Martin, 15, 5, 1, 5
Eric Phelps MD, 31, 5, 2, 3
Jennifer Martinez, 15, 1, 3, 1
Loretta Adams, 1, 1, 1, 4
Stephen Singleton, 43, 2, 4, 2
Albert Terry, 37, 3, 4, 4
Stephen Morris, 36, 1, 3, 2
Alan Choi, 16, 3, 1, 2
Rebecca Sanders, 46, 2, 2, 3
Diamond Harrington, 23, 1, 2, 4
Michael Blankenship, 49, 3, 3, 4
Christopher Meyer, 20, 4, 1, 1
Amber Calderon, 48, 5, 2, 3
Stephanie Garrison, 10, 3, 3, 4
Tyler Williams, 21, 1, 5, 1
Eric Bradley, 45, 5, 3, 3
Wendy Tate, 43, 4, 3, 2
Shawn Aguilar, 27, 1, 5, 2
Christine Nguyen, 39, 2, 1, 3
Jill Gamble, 46, 4, 4, 3
Luis Whitehead, 18, 3, 1, 2
Sabrina Owen, 35, 3, 2, 2
Kevin Peters, 29, 2, 2, 3
Ashley Carlson, 40, 2, 4, 2
Melissa Singh, 25, 3, 4, 1
Jeffrey Phelps, 7, 2, 2, 1
Christian Clark, 24, 1, 5, 4
Lisa Dudley, 11, 5, 2, 5
Jeremy Mosley, 33, 1, 5, 1
Lee Baker, 20, 3, 5, 1
Glen Rojas, 20, 2, 2, 5
Christopher Cuevas, 33, 2, 5, 3
Candace Gonzales, 31, 1, 1, 5
Dr. Pamela Barber, 36, 5, 4, 2
Alexis Jones, 49, 4, 3, 3
Jason King, 12, 5, 3, 4
Jesus Greene, 47, 5, 2, 3
Jessica Chambers, 40, 5, 1, 1
Joshua Walter, 15, 3, 2, 3
Alyssa Roberts, 34, 2, 3, 4
Sarah Marquez, 16, 4, 2, 5
William May, 17, 5, 2, 4
Kenneth Cruz, 47, 2, 5, 4
Patricia Edwards, 16, 2, 1, 5
Robert Camacho, 18, 1, 1, 5
Mary Potts, 37, 3, 3, 4
Gail Harris, 19, 1, 2, 1
Jaime Morgan, 1, 1, 2, 5
Hector Foster Jr., 27, 2, 2, 3
Jorge Gomez, 29, 2, 3, 1
Tara Walker, 5, 4, 4, 5
Ashley Barker, 7, 4, 1, 4
Natalie Lewis, 50, 4, 3, 4
Kevin Salinas, 45, 3, 1, 1
Michael Fields, 23, 3, 1, 1
Vickie French, 29, 4, 5, 4
Tanya May, 29, 4, 2, 3
Roger Brooks, 5, 3, 1, 5
Wendy Jackson, 30, 5, 1, 4
Tiffany Williams, 37, 3, 1, 3
John Ortiz, 18, 3, 2, 4
Bradley Odonnell, 25, 4, 4, 2
Kristen Flores, 31, 1, 4, 5
Tammy Hines, 25, 2, 4, 3
Travis Williams, 4, 3, 5, 5
Mr. Edward Meza, 33, 4, 1, 5
Todd Cruz, 16, 5, 2, 5
Thomas Ferguson, 6, 3, 5, 4
Debra Frey, 47, 5, 1, 2
Natalie Brown, 19, 4, 4, 5
Mary Smith, 38, 5, 1, 1
Peter Buchanan, 14, 5, 2, 5
Dr. Christopher Garcia, 4, 4, 5, 2
Kevin Guerrero, 50, 2, 5, 4
Brittany Kelly, 41, 3, 3, 4
Amanda Walker, 24, 3, 4, 2
Manuel Richardson, 47, 4, 3, 5
Paula Ryan, 10, 4, 4, 4
John Jimenez, 28, 2, 5, 5
Jesus Morton, 16, 3, 1, 3
Cheryl Velasquez, 19, 5, 2, 1
Jerry Smith, 4, 1, 2, 1
Brandi Coleman, 34, 3, 2, 5
Sharon Adkins, 16, 4, 5, 4
Roy West, 33, 3, 5, 1
Terry Meyer, 7, 5, 4, 3
Danny Camacho, 49, 5, 4, 4
Paul Jones, 26, 1, 1, 4
Miss Andrea Austin DVM, 4, 2, 3, 4
Amanda Baker, 49, 1, 5, 2
Daniel Thomas, 28, 2, 5, 2
Katie Miller, 39, 2, 2, 2
Amber Smith, 50, 4, 1, 5
Kimberly Santana, 47, 1, 5, 5
Todd Nixon, 8, 3, 1, 5
Steven Perez, 15, 5, 3, 1
Sharon Luna, 26, 3, 2, 1
Michele Maxwell, 31, 4, 1, 3
Brian Oconnell, 46, 2, 2, 4
Jesus Smith DDS, 3, 5, 1, 5
David Clark, 32, 1, 3, 4
Joy Lewis, 50, 3, 1, 2
Ann Khan, 45, 4, 1, 3
Kimberly Petty, 15, 5, 1, 4
Thomas Ruiz, 22, 1, 3, 2
Tammy Washington, 21, 3, 2, 3
Benjamin Heath, 39, 4, 3, 1
David King, 35, 2, 3, 4
Bradley Anderson, 31, 1, 4, 3
Megan Ramirez, 14, 3, 4, 4
Alexis Frazier, 28, 4, 5, 4
Mary Delacruz, 50, 2, 4, 2
Tanner Thomas, 2, 2, 5, 1
Ms. Danielle Dean, 32, 3, 2, 1
Christopher Hernandez, 46, 2, 3, 4
Melanie Grant, 3, 3, 1, 4
Cory Trujillo, 22, 2, 4, 3
Krystal Ramirez, 33, 3, 2, 3
Ashley Rodriguez, 40, 3, 3, 1
Jordan Alexander, 3, 3, 1, 4
Steven Miller, 13, 1, 2, 5
Jennifer Velasquez, 24, 4, 4, 1
Eduardo Huynh, 35, 3, 4, 4
Taylor Gonzalez, 12, 2, 2, 3
Mark Wade, 23, 4, 4, 1
Curtis Green, 17, 4, 2, 3
Ryan Turner, 10, 3, 5, 1
Eugene Shepherd, 33, 1, 1, 3
William Warren, 21, 2, 3, 1
Julia Parrish, 29, 3, 1, 2
Sarah Parker, 8, 3, 1, 4
Benjamin Johnson, 44, 1, 5, 4
Steven Mendez, 38, 3, 4, 4
Christopher Edwards, 32, 5, 3, 5
James Brown, 27, 3, 1, 4
Elizabeth Mueller, 12, 5, 3, 1
Eric Mora, 40, 4, 1, 4
Lisa Carter, 38, 3, 1, 4
Christopher Weaver, 15, 2, 4, 2
Felicia Peterson, 37, 3, 2, 3
Nathan Briggs, 30, 2, 1, 5
Jessica Smith, 40, 3, 5, 2
Melissa Long, 7, 5, 1, 1
Jennifer Lang, 44, 5, 1, 1
Heidi Acevedo, 39, 3, 1, 3
Michelle Santiago, 3, 2, 3, 4
Anthony Ryan, 23, 1, 2, 1
Teresa Williams, 34, 3, 5, 2
Kenneth Thompson, 38, 2, 2, 4
Timothy Brady, 50, 5, 3, 4
Charles Clark, 45, 3, 3, 1
Cody Cortez, 34, 2, 4, 5
Noah Humphrey, 30, 1, 1, 3
Thomas Butler, 18, 2, 2, 4
Joshua Swanson, 7, 1, 1, 2
Kelly Castillo, 41, 3, 3, 5
Megan Kirby, 25, 4, 1, 5
Thomas White, 34, 2, 1, 1
Mark Carroll, 47, 5, 4, 1
David Simpson, 18, 5, 4, 3
Ralph Gonzales, 18, 3, 4, 4
Thomas Hurley, 11, 3, 2, 4
Bobby Byrd, 46, 2, 2, 1
Joshua Best, 41, 5, 4, 3
Heidi Simmons, 43, 3, 1, 4
John Patrick, 39, 3, 4, 2
Lauren Wade, 20, 2, 1, 4
Gabriel Johnston, 3, 2, 5, 4
Scott Perez, 1, 4, 1, 2
Isabella Randall, 6, 3, 5, 4
Angela Johnson, 48, 4, 5, 4
Lisa Jackson, 40, 4, 2, 3
Anita Franklin, 44, 1, 3, 3
Kathleen Wilson, 38, 5, 4, 4
Harold Wright, 5, 4, 1, 4
Paige Bradford, 1, 5, 3, 2
Roger Jones, 35, 1, 3, 2
Sara Williams, 21, 5, 4, 3
David Walker, 1, 1, 2, 5
Mark Clayton, 18, 3, 3, 3
Emily Madden, 49, 5, 5, 4
Christopher Donaldson, 22, 4, 5, 4
Elizabeth Woodward, 43, 5, 4, 2
Patricia Robbins, 48, 1, 4, 4
Jermaine Valentine, 31, 1, 5, 2
Robert Lee, 28, 1, 4, 5
Brent Nguyen, 11, 3, 5, 4
Hayley Reynolds, 10, 4, 2, 3
Jeffrey Horton, 35, 4, 3, 3
Dylan Murray, 37, 4, 2, 2
Jason Nichols, 11, 1, 1, 2
Raymond Williams, 33, 1, 2, 1
Katherine Potter, 13, 1, 4, 5
Yvonne Smith, 3, 1, 1, 5
Anne Phillips, 26, 2, 3, 4
Joshua White, 33, 4, 2, 5
Jaime Garcia, 23, 3, 5, 4
Brianna Graves, 4, 4, 2, 1
Tiffany Wilson, 34, 3, 4, 1
Cole Herrera, 26, 4, 5, 4
Jeffrey Greene, 6, 5, 1, 2
Jennifer Lyons, 4, 5, 4, 2
Kevin Peterson, 24, 5, 1, 2
Joseph Mcdonald, 6, 1, 2, 1
Brandon Romero, 42, 1, 4, 4
Tina Martin, 30, 2, 2, 1
Gregory Ellis, 17, 2, 2, 5
Joshua Roberts, 32, 4, 2, 2
Alicia Henderson, 22, 4, 4, 1
Kevin Mueller, 41, 3, 3, 4
Hector Williams, 41, 5, 1, 3
Elizabeth Charles, 35, 1, 2, 2
Kenneth Cook, 11, 2, 2, 1
Kelly Howard, 47, 1, 4, 2
Austin Moreno, 40, 1, 2, 5
Michael Huffman, 28, 3, 4, 3
Kathryn Pena, 38, 3, 4, 3
Joshua Thomas, 34, 1, 3, 3
David Chen, 3, 5, 1, 1
Jason Anderson, 21, 1, 3, 2
Kimberly Wilson, 25, 2, 3, 5
Marie Miller, 39, 1, 3, 3
Jacqueline Lee, 39, 4, 1, 1
Gabriel Jackson, 50, 4, 1, 1
Tiffany Conner, 36, 5, 1, 3
David Hodges, 10, 3, 2, 1
Juan Bradley, 5, 4, 1, 5
Roberto Rice, 48, 5, 5, 3
Margaret Jones, 7, 1, 1, 1
Kathryn Avila, 35, 4, 3, 5
Anna Yu, 35, 2, 5, 3
Robin Turner, 49, 1, 1, 3
Charles Green, 10, 2, 4, 1
Melissa Montgomery, 15, 2, 2, 3
Aaron Harper, 46, 3, 4, 2
Larry Willis MD, 42, 5, 1, 4
Joshua Schmidt, 29, 4, 4, 5
Allison Brown, 42, 4, 2, 1
Julia Underwood, 1, 1, 5, 1
Jeremy Ware, 37, 2, 2, 2
David Odom, 44, 5, 4, 2
Sarah Murphy, 30, 2, 3, 1
Ashley Simpson, 14, 5, 2, 3
Megan Hardin, 47, 1, 1, 1
Antonio Bentley, 40, 2, 2, 4
Kyle Castro, 38, 5, 4, 2
William Watkins, 17, 2, 2, 4
Kristen Wallace, 1, 5, 2, 4
Sarah Torres, 25, 2, 1, 4
Dustin Hester, 48, 2, 1, 3
Kimberly Moreno, 42, 4, 3, 3
Michael Irwin, 32, 3, 3, 3
Julie Villarreal, 9, 3, 1, 4
Carol Clark, 26, 2, 4, 1
Gary Carter, 20, 4, 3, 4
Cristina Fry, 38, 1, 3, 1
Karen Kennedy MD, 38, 5, 2, 2
Tammy Wheeler, 12, 4, 5, 1
Douglas Valdez, 11, 4, 3, 1
Patricia Montgomery, 7, 4, 3, 5
Dominic Butler, 36, 3, 2, 4
Bradley Meyer, 16, 2, 5, 5
Mr. Richard Patterson MD, 41, 2, 5, 5
Alyssa Webb, 35, 5, 4, 4
Alyssa Larsen, 16, 5, 1, 3
Anthony Drake, 26, 1, 1, 3
Harold Black, 12, 2, 3, 2
Tonya Bennett, 38, 2, 4, 2
Jeffrey Pace, 28, 3, 5, 2
Michelle Mays, 43, 1, 5, 2
Samuel Hamilton, 26, 1, 5, 3
Benjamin Allen, 13, 4, 5, 3
Gina Austin, 24, 3, 2, 2
Stephanie Martinez, 15, 3, 4, 4
Jessica Carrillo, 29, 4, 2, 1
Ian Banks, 23, 3, 3, 5
Michael Chambers, 21, 5, 5, 3
Mark Mccall, 17, 2, 2, 2
Jonathan Smith, 10, 3, 1, 3
Martha Rodriguez, 26, 1, 4, 4
Taylor Fitzpatrick, 32, 4, 4, 1
James Boyer, 37, 3, 1, 4
Mary Miller, 25, 1, 5, 2
Veronica Malone, 40, 3, 1, 1
Kathryn Smith, 27, 5, 3, 5
James Wilson, 45, 2, 3, 3
Charles Sullivan, 21, 3, 5, 1
Matthew Nguyen, 41, 3, 5, 1
Stacey Powell, 12, 5, 2, 5
Mark Graham, 18, 4, 4, 3
Melissa Walker, 48, 5, 4, 5
Rebecca Lopez, 34, 4, 5, 2
Morgan Reed, 48, 4, 3, 1
Michael Jimenez, 11, 2, 1, 4
James Gibbs, 24, 3, 3, 4
Sara Meyer, 23, 3, 4, 3
Nathaniel Cuevas, 20, 2, 5, 1
Jennifer Lester, 22, 4, 2, 1
Mr. Nicholas May, 39, 3, 5, 4
Mr. Carlos Turner, 38, 4, 1, 3
Randy Castro, 43, 1, 3, 3
Richard Edwards, 39, 3, 1, 2
Mr. James Thompson, 19, 4, 1, 3
Elaine Atkinson, 15, 3, 5, 1
Tammy George, 16, 3, 4, 5
Brett Stark, 13, 1, 5, 5
Bradley Cross, 31, 2, 3, 2
Henry House, 5, 2, 5, 4
Justin Waller, 49, 5, 5, 4
Melinda Snyder, 45, 5, 4, 5
Matthew Bryant, 34, 3, 3, 1
Desiree Reilly, 35, 1, 4, 2
Shane Foster, 41, 4, 3, 2
Jodi Anderson, 3, 3, 1, 2
Danielle Collins, 18, 3, 2, 4
Lawrence Koch, 12, 3, 3, 2
Dr. Melody Hopkins, 13, 2, 2, 4
Laura Salazar, 47, 3, 5, 2
Mr. Erik Lynch, 32, 3, 5, 3
Peter Davis, 14, 4, 4, 3
Christine Rivera, 30, 2, 4, 2
Jennifer Peterson, 26, 2, 5, 3
Michael Fischer, 27, 5, 2, 3
Melissa Conrad PhD, 47, 4, 5, 5
Dean Benjamin, 23, 3, 3, 4
Kristen Hernandez, 31, 1, 3, 5
Cynthia Young, 45, 2, 5, 2
Rodney Smith, 45, 4, 4, 3
Elizabeth Mccall, 22, 2, 1, 5
Patricia Griffin, 35, 1, 1, 4
William Hood, 6, 4, 3, 2
Corey Grant, 25, 2, 5, 3
Susan Potter, 10, 1, 4, 4
Valerie Powers, 10, 4, 5, 4
Angela Fitzgerald, 42, 5, 5, 1
Christine Thomas, 12, 5, 5, 5
Mary Castillo, 47, 3, 1, 3
Gabriella Riley, 31, 5, 5, 4
John Bryant, 6, 4, 2, 1
Jasmine Howell, 50, 1, 4, 4
Adrian Torres, 44, 3, 4, 5
Steven Escobar, 16, 4, 4, 5
Angela Mckay, 5, 2, 2, 3
Brian Salazar, 5, 3, 1, 4
Amy Murphy, 3, 4, 4, 4
Jennifer Sullivan, 12, 4, 4, 5
Cheryl Rivas, 41, 4, 2, 5
Jordan Lawson, 16, 5, 4, 2
Melanie Perez, 22, 4, 5, 2
Randy Green, 46, 1, 1, 3
Christine Wolf, 38, 2, 2, 2
Valerie Jackson, 47, 4, 5, 2
Travis Douglas, 22, 1, 3, 5
Catherine Mason, 47, 5, 1, 4
Christopher Clarke, 37, 1, 3, 4
Lisa Sutton, 40, 1, 1, 3
Ashley Brown, 4, 4, 1, 1
Carl Dennis, 42, 1, 1, 4
Scott Park, 45, 2, 5, 4
James Hernandez, 48, 3, 2, 5
Lori Hebert, 37, 1, 4, 4
Denise Terry, 41, 3, 2, 4
Robert Miller DDS, 16, 3, 3, 4
Michael Rivas, 5, 4, 5, 1
Diane Kelley, 18, 3, 3, 1
Ernest Salazar, 28, 2, 5, 1
Kimberly Mcclure, 32, 5, 1, 3
Christine Brown, 7, 3, 1, 1
Jared Ramos, 39, 1, 3, 4
Alexis Walker, 21, 3, 5, 5
James Watson MD, 41, 5, 5, 3
Kim Taylor, 28, 3, 2, 1
Mary Jones, 42, 5, 5, 3
Kyle Kennedy, 27, 2, 5, 5
Crystal Hill, 11, 3, 5, 3
Michael Riley, 20, 3, 3, 1
Thomas Todd, 2, 4, 4, 1
Christopher Ross, 14, 1, 3, 3
Donna Martin, 7, 4, 3, 3
Jason Brown, 50, 2, 3, 4
Robin Miller, 43, 5, 4, 5
Andrew Wolfe, 14, 5, 2, 1
Justin Velasquez, 45, 5, 1, 5
Claudia Graham, 45, 4, 2, 2
Eric Davis, 13, 1, 5, 2
Amy Banks, 25, 4, 2, 3
Randall Macias, 44, 2, 4, 5
Stephen Rodriguez, 33, 2, 3, 4
Andrew Jordan, 36, 5, 1, 2
Anthony Parker, 20, 2, 1, 3
David Bradford, 42, 4, 2, 3
Tara Garrett, 6, 3, 3, 1
Randy Shaw, 29, 3, 2, 3
Christopher Thomas, 15, 3, 4, 1
Kristen Bradshaw, 20, 5, 3, 4
Jacqueline Hill, 19, 5, 4, 1
Brandon Fields, 17, 5, 2, 3
Christopher Matthews, 5, 3, 1, 3
Meghan Jacobs, 24, 3, 4, 2
Michael Wiggins, 41, 1, 4, 4
Gilbert Soto, 18, 2, 1, 1
Ronald Medina, 10, 5, 4, 4
